Library,Commit,Parent Module,API,Advisory Link,Anomaly,Anomaly description,Category,Reproducing Example,Vulnerable Parameter,Root cause 1,Root cause 2
Tensorflow,https://github.com/tensorflow/tensorflow/commit/79865b542f9ffdc9caeb255631f7c56f1d4b6517,tf.raw_ops,tf.raw_ops.DrawBoundingBoxesV2,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-whr9-vfh2-7hm6,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"boxes = tf.fill([10, 53, 0], 0.)",boxes,N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/ef0c008ee84bad91ec6725ddc42091e19a30cf0e,tf.raw_ops,tf.raw_ops.RequantizationRange,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-3h8m-483j-7xxm,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"input_max = tf.constant([], dtype=tf.float32) 
input_min = tf.constant([], dtype=tf.float32)","input_max
input_min",N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/dcd7867de0fea4b72a2b34bd41eb74548dc23886,tf.raw_ops,tf.raw_ops.MaxPoolGradWithArgmax,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-545v-42p7-98fq,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"input = tf.constant([10.0, 10.0, 10.0], shape=[1, 1, 3, 1], dtype=tf.float32) 
argmax = tf.constant([1], shape=[1], dtype=tf.int64)","input
argmax",N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/7ae2af34087fb4b5c8915279efd03da3b81028bc,tf.raw_ops,tf.raw_ops.SparseDenseCwiseMul,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-wp3c-xw9g-gpcg,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"indices = tf.constant([], shape=[10, 0], dtype=tf.int64)
values = tf.constant([], shape=[0], dtype=tf.int64)","indices
values",N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/5e52ef5a461570cfb68f3bdbbebfe972cb4e0fd8,tf.raw_ops,tf.raw_ops.ParameterizedTruncatedNormal,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-4p4p-www8-8fv9,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"shape = tf.constant([], shape=[0], dtype=tf.int32)",shape,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/faa76f39014ed3b5e2c158593b1335522e573c7f,tf.raw_ops,tf.raw_ops.SparseFillEmptyRows,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-r6pg-pjwc-j585,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"dense_shape = tf.constant([], shape=[0], dtype=tf.int64),",dense_shape,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/f4c364a5d6880557f6f5b6eb5cee2c407f0186b3,tf.raw_ops,tf.raw_ops.EditDistance,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-75f6-78jr-4656,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"hypothesis_indices = tf.constant([247, 247, 247], shape=[1, 3], dtype=tf.int64) 
hypothesis_values = tf.constant([-9.9999], shape=[1], dtype=tf.float32)","hypothesis_indices
hypothesis_values",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/f4c364a5d6880557f6f5b6eb5cee2c407f0186b3,tf.raw_ops,tf.raw_ops.EditDistance,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-75f6-78jr-4656,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"truth_indices = tf.constant([], shape=[0, 3], dtype=tf.int64) 
truth_values = tf.constant([], shape=[0], dtype=tf.float32)","truth_indices
truth_values",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/31bd5026304677faa8a0b77602c6154171b9aec1,tf.raw_ops,tf.raw_ops.RFFT,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-ph87-fvjr-v33w,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"fft_length = tf.constant([0], shape=[1], dtype=tf.int32)",fft_length,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/1c56f53be0b722ca657cbc7df461ed676c8642a2,tf.raw_ops,tf.raw_ops.IRFFT,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-36vm-xw34-x4pj,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"fft_length = tf.constant([0], shape=[1], dtype=tf.int32)",fft_length,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/77dd114513d7796e1e2b8aece214a380af26fbf4,tf.raw_ops,tf.raw_ops.LoadAndRemapMatrix,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gvm4-h8j3-rjrq,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"ckpt_path = tf.constant([], shape=[0], dtype=tf.string)",ckpt_path,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/51300ba1cc2f487aefec6e6631fef03b0e08b298,tf.raw_ops,tf.raw_ops.UnicodeEncode,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-59q2-x2qc-4c97,Non sparse input tensor,"A non-sparse input tensor refers to a tensor in which most of the elements are non-zero or have significant values, meaning it has a dense representation. In a non-sparse tensor, the majority of its elements contain meaningful data or contribute to computations.",Tensor,"input_splits = tf.constant([[81, 101, 0]], shape=[3], dtype=tf.int32)",input_splits,N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/51300ba1cc2f487aefec6e6631fef03b0e08b298,tf.raw_ops,tf.raw_ops.UnicodeEncode,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-59q2-x2qc-4c97,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"input_values = tf.constant([58], shape=[1], dtype=tf.int32)
input_splits = tf.constant([[81, 101, 0]], shape=[3], dtype=tf.int32)","input_values
input_splits",N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/8ba6fa29cd8bf9cef9b718dc31c78c73081f5b31,tf.raw_ops,tf.raw_ops.SparseSplit,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-mqh2-9wrp-vx84,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"indices = tf.ones([1, 1], dtype=tf.int64 
num_split=1",indices,N.A,heap buffer overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/4071d8e2f6c45c1955a811fee757ca2adbe462c1,tf.raw_ops,tf.raw_ops.Reverse,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-fxqh-cfjm-fp93,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"tensor_input = tf.constant([], shape=[0, 1, 1], dtype=tf.int32)",tensor_input ,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/7f283ff806b2031f407db64c4d3edcda8fb9f9f5,tf.raw_ops,tf.raw_ops.SparseMatMul,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xw93-v57j-fcgh,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"b = tf.constant([], shape=[0, 2], dtype=tf.float32)",b,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/1a2a87229d1d61e23a39373777c056161eb4084d,tf.raw_ops,tf.raw_ops.FusedBatchNorm,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-r35g-4525-29fq,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"x = tf.constant([], shape=[1, 1, 1, 0], dtype=tf.float32)",x,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/da5ff2daf618591f64b2b62d9d9803951b945e9f,tf.raw_ops,tf.raw_ops.DenseCountSparseOutput,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qg48-85hg-mqc5,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"values = tf.constant([], shape=[0, 0], dtype=tf.int64)",values,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/704866eabe03a9aeda044ec91a8d0c83fc1ebdbe,tf.raw_ops,tf.raw_ops.UnsortedSegmentJoin,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jhq9-wm9m-cf89,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"num_segments = tf.constant([], dtype=tf.int32)",num_segments,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/99085e8ff02c3763a0ec2263e44daec416f6a387,tf.raw_ops,tf.raw_ops.QuantizeAndDequantizeV3,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-h9px-9vqg-222h,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"input=[2.5,2.5] 
axis=3","input
axis",N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/480641e3599775a8895254ffbc0fc45621334f68,tf.raw_ops,tf.raw_ops.MatrixTriangularSolve,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vqw6-72r7-fgw7,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"matrix_array = np.array([])
rhs_array = np.array([])","matrix_array 
rhs_array",N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/548b5eaf23685d86f722233d8fbc21d0a4aecb96,tf.raw_ops,tf.raw_ops.FractionalAvgPool,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-f78g-q7r4-9wcv,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"value = tf.constant([60], shape=[1, 1, 1, 1], dtype=tf.int32)
pooling_ratio = [1.0, 1.0000014345305555, 1.0, 1.0]","value 
pooling_ratio",N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/744009c9e5cc5d0447f0dc39d055f917e1fd9e16,tf.raw_ops,tf.raw_ops.QuantizedAdd,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x83m-p7pv-ch8v,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"y = tf.constant([], shape=[2, 0], dtype=tf.quint8)",y,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/d6ed5bcfe1dcab9e85a4d39931bd18d99018e75b,tf.raw_ops,tf.raw_ops.QuantizedBatchNormWithGlobalNormalization,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-p45v-v4pw-77jr,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"t = tf.constant([], shape=[0, 0, 0, 0], dtype=tf.quint8)
m = tf.constant([], shape=[0], dtype=tf.quint8)
v = tf.constant([], shape=[0], dtype=tf.quint8)
beta = tf.constant([], shape=[0], dtype=tf.quint8)
gamma = tf.constant([], shape=[0], dtype=tf.quint8)","t
m
v
beta
gamma",N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/d6ed5bcfe1dcab9e85a4d39931bd18d99018e75b,tf.raw_ops,tf.raw_ops.QuantizedBatchNormWithGlobalNormalization,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-p45v-v4pw-77jr,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"m = tf.constant([], shape=[0], dtype=tf.quint8) 
v = tf.constant([], shape=[0], dtype=tf.quint8) 
beta = tf.constant([], shape=[0], dtype=tf.quint8) 
gamma = tf.constant([], shape=[0], dtype=tf.quint8)","m
v
beta
gamma",N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/67784700869470d65d5f2ef20aeb5e97c31673cb,tf.raw_ops,tf.raw_ops.QuantizedBiasAdd,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m34j-p8rj-wjxq,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"bias = tf.constant([], shape=[0], dtype=tf.quint8)",bias,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/ea3b43e98c32c97b35d52b4c66f9107452ca8fb2,tf.raw_ops,tf.raw_ops.CTCGreedyDecoder,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-fphq-gw9m-ghrv,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"inputs = tf.constant([], shape=[18, 2, 0], dtype=tf.float32)",inputs,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/20431e9044cf2ad3c0323c34888b192f3289af6b,tf.raw_ops,tf.raw_ops.QuantizeAndDequantizeV4Grad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6g85-3hm8-83f9,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"input_min = tf.constant([[0.0]], shape=[1, 1])
input_max = tf.constant([[0.0]], shape=[1, 1])","input_min
input_max",N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/c570e2ecfc822941335ad48f6e10df4e21f11c96,tf.raw_ops,tf.raw_ops.Conv2DBackpropFilter,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xgc3-m89p-vr3x,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"input_tensor = tf.constant([386.078431372549, 386.07843139643234], shape=[1, 1, 1, 2], dtype=tf.float32)
filter_sizes = tf.constant([1, 1, 1, 1], shape=[4], dtype=tf.int32)","input_tensor
filter_sizes",N.A,heap buffer overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/c570e2ecfc822941335ad48f6e10df4e21f11c96,tf.raw_ops,tf.raw_ops.Conv2DBackpropFilter,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xgc3-m89p-vr3x,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"input_tensor = tf.constant([], shape=[0, 1, 1, 5], dtype=tf.float32)",input_tensor,N.A,heap buffer overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/a324ac84e573fba362a5e53d4e74d5de6729933e,tf.raw_ops,tf.raw_ops.QuantizedReshape,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2gfx-95x2-5v3x,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"tensor = tf.constant([], dtype=tf.qint32) 
shape = tf.constant([], dtype=tf.int32) 
input_min = tf.constant([], dtype=tf.float32) 
input_max = tf.constant([], dtype=tf.float32)","tensor
shape
input_min
input_max ",N.A,heap buffer overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/f6c40f0c6cbf00d46c7717a26419f2062f2f8694,tf.raw_ops,tf.raw_ops.QuantizedResizeBilinear,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-8c89-2vwr-chcq,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"images = tf.constant([], shape=[0], dtype=tf.qint32)
size = tf.constant([], shape=[0], dtype=tf.int32) 
min = tf.constant([], dtype=tf.float32)
max = tf.constant([], dtype=tf.float32)","images
size
min
max",N.A,heap buffer overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/69c68ecbb24dff3fa0e46da0d16c821a2dd22d7c,tf.raw_ops,tf.raw_ops.SparseConcat,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6j9c-grc6-5m6g,Large input tensor,A large tensor refers to a tensor that has a large number of elements or values or occupies a significant amount of memory.,Tensor,"shape_1 = tf.constant([442, 514, 514, 515, 606, 347, 943, 61, 2], dtype=tf.int64)",shape_1,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/efea03b38fb8d3b81762237dc85e579cc5fc6e87,tf.raw_ops,tf.raw_ops.QuantizedMul,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m3f9-w3p3-p669,Non scalar input tensor,A non-scalar input tensor refers to a tensor that has more than one element or value. It represents a multi-dimensional array or a collection of values organized in a specific shape.,Tensor,"min_x = tf.constant([], dtype=tf.float32) 
max_x = tf.constant([], dtype=tf.float32) 
min_y = tf.constant([], dtype=tf.float32) 
max_y = tf.constant([], dtype=tf.float32)","min_x
max_x
min_y
max_y",N.A,heap buffer overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/b432a38fe0e1b4b904a6c222cbce794c39703e87,tf.raw_ops,tf.raw_ops.DrawBoundingBoxes,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-393f-2jr3-cp69,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"images = tf.fill([], 0.)",images,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/44b7f486c0143f68b56c34e2d01e146ee445134a,tf.raw_ops,tf.raw_ops.RaggedCross,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-j47f-4232-hvv8,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"ragged_values = [] 
ragged_row_splits = [] 
sparse_indices = [] 
sparse_values = [] 
sparse_shape = [] 

dense_inputs_elem = tf.constant([], shape=[92, 0], dtype=tf.int64)","ragged_values
ragged_row_splits
sparse_indices
sparse_values
sparse_shape

dense_inputs_elem",N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/26eb323554ffccd173e8a79a8c05c15b685ae4d1,tf.raw_ops,tf.raw_ops.EncodePng,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-3qxp-qjq7-w4hf,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"image = tf.zeros([0, 0, 3])",image,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/e6a7c7cc18c3aaad1ae0872cb0a959f5c923d2bd,tf.raw_ops,tf.raw_ops.SparseMatrixSparseCholesky,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xcwj-wfcm-m23c,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"permutation = tf.constant([], shape=[1, 0], dtype=tf.int32)",permutation,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/a1b11d2fdd1e51bfe18bb1ede804f60abfa92da6,tf.raw_ops,tf.raw_ops.QuantizedMul,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6f84-42vf-ppwp,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"y = tf.constant([], dtype=tf.quint8)",y,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/cfa91be9863a91d5105a3b4941096044ab32036b,tf.raw_ops,tf.raw_ops.QuantizedConv2D,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x4g7-fvjj-prg8,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"min_input = tf.constant(0.0) 
min_filter = tf.constant(0.0)","min_input 
min_filter",N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/cfa91be9863a91d5105a3b4941096044ab32036b,tf.raw_ops,tf.raw_ops.QuantizedConv2D,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x4g7-fvjj-prg8,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"filter = tf.constant([], shape=[1, 0, 1, 1], dtype=tf.quint8)",filter,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/b12aa1d44352de21d1a6faaf04172d8c2508b42b,tf.raw_ops,tf.raw_ops.Conv2D,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-4vf2-4xcg-65cx,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"input = tf.constant([], shape=[0, 0, 0, 0], dtype=tf.float32) 
filter = tf.constant([], shape=[0, 0, 0, 0], dtype=tf.float32)","input
filter",N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/2be2cdf3a123e231b16f766aa0e27d56b4606535,tf.raw_ops,tf.raw_ops.Conv2DBackpropInput,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xm2v-8rrw-w9pm,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"filter_tensor = tf.constant([], shape=[0, 1, 5, 0], dtype=tf.float32) 
out_backprop = tf.constant([], shape=[52, 1, 1, 0], dtype=tf.float32)","filter_tensor
out_backprop",N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/fca9874a9b42a2134f907d2fb46ab774a831404a,tf.raw_ops,tf.raw_ops.Conv2DBackpropFilter,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-r4pj-74mg-8868,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"input_tensor = tf.constant([], shape=[0, 0, 1, 0], dtype=tf.float32) 
out_backprop = tf.constant([], shape=[0, 0, 1, 1], dtype=tf.float32)","input_tensor
out_backprop",N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/69c68ecbb24dff3fa0e46da0d16c821a2dd22d7c,tf.raw_ops,tf.raw_ops.AddManySparseToTensorsMap,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2cpx-427x-q2c6,Large input tensor,A large tensor refers to a tensor that has a large number of elements or values or occupies a significant amount of memory.,Tensor,"shape = tf.Variable(tf.ones([55], dtype=tf.int64))
shape[:8].assign(np.array([855, 901, 429, 892, 892, 852, 93, 96], dtype=np.int64))","shape
shape[:8].assign(np.array([855, 901, 429, 892, 892, 852, 93, 96], dtype=np.int64))""",N.A,check failure
